,index,election_year,state_x,transaction_amt,totalspend_yr_st,spend_share,election_year_ds,party_simplified,candidatevotes,percentvote,writein_sum,totalvotes,writein_mean,won,region,battleground_bool,battleground_margin_avg_pct,shift_bool,shift_int,bellweather_bool,bellweather_pct,swing,democrat_lean_pct,percent_of_total_spend,spend_per_vote
10,10,2004,MD,500,500,100,11/1/04,OTHER,25035,1.050021013,1,2384238,0.2,0,MIDATLANTIC,FALSE,20,FALSE,0,FALSE,50,FALSE,100,13.59,1.997203915
11,11,2004,MN,360,360,100,11/1/04,OTHER,36678,1.296781522,1,2828387,0.125,0,MIDWEST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,8.81,0.981514805
12,12,2004,MO,3416.66,3416.66,100,11/1/04,REPUBLICAN,1455713,53.29619194,0,2731364,0,1,MIDWEST,FALSE,20,TRUE,1,TRUE,71.43,TRUE,28.57,14.24,0.234706979
13,13,2004,NH,-20,941.52,-2.124224658,11/1/04,DEMOCRAT,340511,50.20161082,0,678287,0,1,NORTHEAST,TRUE,4.19,TRUE,2,TRUE,71.43,FALSE,14.29,12.19,-0.005873525
14,14,2004,NH,961.52,941.52,102.1242247,11/1/04,OTHER,6539,0.964046193,1,678287,0.333333333,0,NORTHEAST,TRUE,4.19,TRUE,2,TRUE,71.43,FALSE,14.29,17.15,14.70438906
15,15,2004,NY,15650.21,15650.21,100,11/1/04,DEMOCRAT,4180755,56.13058127,0,7448266,0,1,MIDATLANTIC,FALSE,20,FALSE,0,FALSE,50,FALSE,100,22.65,0.374339324
16,16,2004,OH,-814.08,801.27,-101.598712,11/1/04,DEMOCRAT,2741165,48.70668524,0,5627903,0,0,MIDWEST,TRUE,4.21,TRUE,3,TRUE,100,FALSE,57.14,17.84,-0.029698322
17,17,2004,OH,1615.35,801.27,201.598712,11/1/04,OTHER,26974,0.479290421,1,5627903,0.5,0,MIDWEST,TRUE,4.21,TRUE,3,TRUE,100,FALSE,57.14,8.81,5.988544523
18,18,2004,OR,10000,18450,54.20054201,11/1/04,DEMOCRAT,943163,51.34866304,0,1836782,0,1,PACIFIC COAST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,2.57,1.060262118
19,19,2004,OR,8450,18450,45.79945799,11/1/04,OTHER,26788,1.458420215,0,1836782,0,0,PACIFIC COAST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,54.98,31.54397491
20,20,2004,RI,68000,68000,100,11/1/04,DEMOCRAT,259760,59.42342623,0,437134,0,1,NORTHEAST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,12.19,26.17801047
21,21,2004,SC,1500,1500,100,11/1/04,DEMOCRAT,661669,40.90183594,0,1617700,0,0,SOUTHEAST,FALSE,20,FALSE,0,FALSE,50,FALSE,0,44.75,0.226699452
22,22,2004,TX,760.78,760.78,100,11/1/04,OTHER,51128,0.689916768,1,7410749,0.5,0,SOUTHWEST,FALSE,20,FALSE,0,FALSE,50,FALSE,0,3.39,1.487990925
23,23,2004,VA,248000.96,262971.49,94.30716615,11/1/04,DEMOCRAT,1454742,45.5259176,0,3195415,0,0,SOUTHEAST,TRUE,5.45,TRUE,1,FALSE,71.43,FALSE,42.86,44.75,17.04776242
24,24,2004,VA,14970.53,262971.49,5.692833851,11/1/04,REPUBLICAN,1716959,53.73195657,0,3195415,0,1,SOUTHEAST,TRUE,5.45,TRUE,1,FALSE,71.43,FALSE,42.86,63.23,0.871921228
25,25,2008,AK,525,547.57,95.87815256,11/1/08,DEMOCRAT,123594,37.8893736,0,326197,0,0,PACIFIC COAST,FALSE,20,FALSE,0,FALSE,50,FALSE,0,2.87,0.424777902
26,26,2008,AK,22.57,547.57,4.121847435,11/1/08,REPUBLICAN,193841,59.42451954,0,326197,0,1,PACIFIC COAST,FALSE,20,FALSE,0,FALSE,50,FALSE,0,67.86,0.011643564
27,27,2008,AL,1475026.47,1549431.6,95.19790806,11/1/08,DEMOCRAT,813479,38.74043429,0,2099819,0,0,SOUTHEAST,FALSE,20,FALSE,0,FALSE,50,FALSE,0,6,181.3232388
28,28,2008,AL,4735,1549431.6,0.305595936,11/1/08,OTHER,19794,0.942652676,1,2099819,0.5,0,SOUTHEAST,FALSE,20,FALSE,0,FALSE,50,FALSE,0,8.64,23.92139032
29,29,2008,AL,69670.13,1549431.6,4.496496005,11/1/08,REPUBLICAN,1266546,60.31691303,0,2099819,0,1,SOUTHEAST,FALSE,20,FALSE,0,FALSE,50,FALSE,0,67.86,5.500797444
30,30,2008,AR,64806.05,94514.77,68.5671139,11/1/08,DEMOCRAT,422310,38.86465977,0,1086617,0,0,SOUTHEAST,FALSE,20,TRUE,1,TRUE,71.43,FALSE,28.57,6,15.34561104
31,31,2008,AR,29708.72,94514.77,31.4328861,11/1/08,REPUBLICAN,638017,58.7159045,0,1086617,0,1,SOUTHEAST,FALSE,20,TRUE,1,TRUE,71.43,FALSE,28.57,67.86,4.656415111
32,32,2008,AZ,299675.39,374506.21,80.01880396,11/1/08,DEMOCRAT,1034707,45.11525087,0,2293475,0,0,SOUTHWEST,TRUE,6.02,TRUE,2,FALSE,71.43,FALSE,14.29,0.45,28.96234296
33,33,2008,AZ,3140.15,374506.21,0.838477418,11/1/08,OTHER,28657,1.249501303,1,2293475,0.25,0,SOUTHWEST,TRUE,6.02,TRUE,2,FALSE,71.43,FALSE,14.29,8.64,10.95770667
34,34,2008,AZ,71690.67,374506.21,19.14271862,11/1/08,REPUBLICAN,1230111,53.63524782,0,2293475,0,1,SOUTHWEST,TRUE,6.02,TRUE,2,FALSE,71.43,FALSE,14.29,67.86,5.827983816
35,35,2008,CA,14815916.61,21212449.34,69.84538359,11/1/08,DEMOCRAT,8274473,61.01263835,0,13561900,0,1,PACIFIC COAST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,2.87,179.0557128
36,36,2008,CA,159674.94,21212449.34,0.752741644,11/1/08,OTHER,275646,2.03250282,1,13561900,0.2,0,PACIFIC COAST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,8.64,57.92753746
37,37,2008,CA,6236857.79,21212449.34,29.40187477,11/1/08,REPUBLICAN,5011781,36.95485883,0,13561900,0,0,PACIFIC COAST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,67.86,124.443941
38,38,2008,CO,44297344.54,44318010.4,99.95336916,11/1/08,DEMOCRAT,1288576,53.66023684,0,2401361,0,1,ROCKY MOUNTAINS,TRUE,5.41,TRUE,2,TRUE,71.43,TRUE,57.14,8.25,3437.697469
39,39,2008,CO,6489.38,44318010.4,0.01464276,11/1/08,OTHER,39196,1.63224105,0,2401361,0,0,ROCKY MOUNTAINS,TRUE,5.41,TRUE,2,TRUE,71.43,TRUE,57.14,8.64,16.55622997
40,40,2008,CO,14176.48,44318010.4,0.031988079,11/1/08,REPUBLICAN,1073589,44.70752211,0,2401361,0,0,ROCKY MOUNTAINS,TRUE,5.41,TRUE,2,TRUE,71.43,TRUE,57.14,67.86,1.320475543
41,41,2008,CT,8645,201349.38,4.293531969,11/1/08,DEMOCRAT,997772,60.58882968,0,1646792,0,1,NORTHEAST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,56.9,0.866430407
42,42,2008,CT,898.39,201349.38,0.446184637,11/1/08,OTHER,19592,1.189707018,1,1646792,0.5,0,NORTHEAST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,8.64,4.585494081
43,43,2008,CT,191805.99,201349.38,95.26028339,11/1/08,REPUBLICAN,629428,38.22146331,0,1646792,0,0,NORTHEAST,FALSE,20,FALSE,0,FALSE,50,FALSE,100,1.67,30.47306284
